G:\IMG\center_2020_04_17_18_08_48_971.jpg, G:\IMG\left_2020_04_17_18_08_48_971.jpg, G:\IMG\right_2020_04_17_18_08_48_971.jpg, 0, 0, 0, 18.47269
G:\IMG\center_2020_04_17_18_08_49_079.jpg, G:\IMG\left_2020_04_17_18_08_49_079.jpg, G:\IMG\right_2020_04_17_18_08_49_079.jpg, 0, 0, 0, 18.21118
G:\IMG\center_2020_04_17_18_08_49_705.jpg, G:\IMG\left_2020_04_17_18_08_49_705.jpg, G:\IMG\right_2020_04_17_18_08_49_705.jpg, 1, 0, 0, 16.34336
G:\IMG\center_2020_04_17_18_08_49_942.jpg, G:\IMG\left_2020_04_17_18_08_49_942.jpg, G:\IMG\right_2020_04_17_18_08_49_942.jpg, 1, 0, 0, 15.78689
G:\IMG\center_2020_04_17_18_08_50_039.jpg, G:\IMG\left_2020_04_17_18_08_50_039.jpg, G:\IMG\right_2020_04_17_18_08_50_039.jpg, 1, 0, 0, 15.62551
G:\IMG\center_2020_04_17_18_08_50_151.jpg, G:\IMG\left_2020_04_17_18_08_50_151.jpg, G:\IMG\right_2020_04_17_18_08_50_151.jpg, 1, 0, 0, 15.38721
G:\IMG\center_2020_04_17_18_08_50_262.jpg, G:\IMG\left_2020_04_17_18_08_50_262.jpg, G:\IMG\right_2020_04_17_18_08_50_262.jpg, 1, 0, 0, 15.15805
G:\IMG\center_2020_04_17_18_08_50_527.jpg, G:\IMG\left_2020_04_17_18_08_50_527.jpg, G:\IMG\right_2020_04_17_18_08_50_527.jpg, 0.2286178, 0, 0, 14.75059
G:\IMG\center_2020_04_17_18_08_50_619.jpg, G:\IMG\left_2020_04_17_18_08_50_619.jpg, G:\IMG\right_2020_04_17_18_08_50_619.jpg, 0, 0, 0, 14.60931
G:\IMG\center_2020_04_17_18_08_50_730.jpg, G:\IMG\left_2020_04_17_18_08_50_730.jpg, G:\IMG\right_2020_04_17_18_08_50_730.jpg, -0.361209, 0, 0, 14.34761
G:\IMG\center_2020_04_17_18_08_50_833.jpg, G:\IMG\left_2020_04_17_18_08_50_833.jpg, G:\IMG\right_2020_04_17_18_08_50_833.jpg, -0.3590871, 0, 0, 14.12673
G:\IMG\center_2020_04_17_18_08_50_941.jpg, G:\IMG\left_2020_04_17_18_08_50_941.jpg, G:\IMG\right_2020_04_17_18_08_50_941.jpg, -0.07260869, 0, 0, 13.97098
G:\IMG\center_2020_04_17_18_08_51_054.jpg, G:\IMG\left_2020_04_17_18_08_51_054.jpg, G:\IMG\right_2020_04_17_18_08_51_054.jpg, 0, 0, 0, 13.81256
G:\IMG\center_2020_04_17_18_08_51_156.jpg, G:\IMG\left_2020_04_17_18_08_51_156.jpg, G:\IMG\right_2020_04_17_18_08_51_156.jpg, 0, 0, 0, 13.6939
G:\IMG\center_2020_04_17_18_08_51_258.jpg, G:\IMG\left_2020_04_17_18_08_51_258.jpg, G:\IMG\right_2020_04_17_18_08_51_258.jpg, 0, 0, 0, 13.48444
G:\IMG\center_2020_04_17_18_08_51_371.jpg, G:\IMG\left_2020_04_17_18_08_51_371.jpg, G:\IMG\right_2020_04_17_18_08_51_371.jpg, -0.1330557, 0, 0, 13.30985
G:\IMG\center_2020_04_17_18_08_51_474.jpg, G:\IMG\left_2020_04_17_18_08_51_474.jpg, G:\IMG\right_2020_04_17_18_08_51_474.jpg, -0.4371057, 0, 0, 13.1682
G:\IMG\center_2020_04_17_18_08_51_588.jpg, G:\IMG\left_2020_04_17_18_08_51_588.jpg, G:\IMG\right_2020_04_17_18_08_51_588.jpg, -0.7774438, 0, 0, 12.80983
G:\IMG\center_2020_04_17_18_08_51_704.jpg, G:\IMG\left_2020_04_17_18_08_51_704.jpg, G:\IMG\right_2020_04_17_18_08_51_704.jpg, -1, 0, 0, 12.41879
G:\IMG\center_2020_04_17_18_08_51_800.jpg, G:\IMG\left_2020_04_17_18_08_51_800.jpg, G:\IMG\right_2020_04_17_18_08_51_800.jpg, -1, 0, 0, 12.16527
G:\IMG\center_2020_04_17_18_08_51_916.jpg, G:\IMG\left_2020_04_17_18_08_51_916.jpg, G:\IMG\right_2020_04_17_18_08_51_916.jpg, -1, 0, 0, 11.93658
G:\IMG\center_2020_04_17_18_08_52_020.jpg, G:\IMG\left_2020_04_17_18_08_52_020.jpg, G:\IMG\right_2020_04_17_18_08_52_020.jpg, -0.9067825, 0, 0, 11.79747
G:\IMG\center_2020_04_17_18_08_52_125.jpg, G:\IMG\left_2020_04_17_18_08_52_125.jpg, G:\IMG\right_2020_04_17_18_08_52_125.jpg, -0.5602255, 0, 0, 11.77174
G:\IMG\center_2020_04_17_18_08_52_246.jpg, G:\IMG\left_2020_04_17_18_08_52_246.jpg, G:\IMG\right_2020_04_17_18_08_52_246.jpg, -0.2032531, 0, 0, 11.62633
G:\IMG\center_2020_04_17_18_08_52_364.jpg, G:\IMG\left_2020_04_17_18_08_52_364.jpg, G:\IMG\right_2020_04_17_18_08_52_364.jpg, 0, 0, 0, 11.42907
G:\IMG\center_2020_04_17_18_08_52_462.jpg, G:\IMG\left_2020_04_17_18_08_52_462.jpg, G:\IMG\right_2020_04_17_18_08_52_462.jpg, 0, 0, 0, 11.29433
G:\IMG\center_2020_04_17_18_08_52_577.jpg, G:\IMG\left_2020_04_17_18_08_52_577.jpg, G:\IMG\right_2020_04_17_18_08_52_577.jpg, 0, 0, 0, 11.24123
G:\IMG\center_2020_04_17_18_08_52_678.jpg, G:\IMG\left_2020_04_17_18_08_52_678.jpg, G:\IMG\right_2020_04_17_18_08_52_678.jpg, -0.0649329, 0, 0, 11.16304
G:\IMG\center_2020_04_17_18_08_52_782.jpg, G:\IMG\left_2020_04_17_18_08_52_782.jpg, G:\IMG\right_2020_04_17_18_08_52_782.jpg, -0.3257967, 0, 0, 11.01486
G:\IMG\center_2020_04_17_18_08_52_890.jpg, G:\IMG\left_2020_04_17_18_08_52_890.jpg, G:\IMG\right_2020_04_17_18_08_52_890.jpg, -0.7019325, 0, 0, 10.73896
G:\IMG\center_2020_04_17_18_08_52_994.jpg, G:\IMG\left_2020_04_17_18_08_52_994.jpg, G:\IMG\right_2020_04_17_18_08_52_994.jpg, -0.3944766, 0, 0, 10.63388
G:\IMG\center_2020_04_17_18_08_53_102.jpg, G:\IMG\left_2020_04_17_18_08_53_102.jpg, G:\IMG\right_2020_04_17_18_08_53_102.jpg, -0.1168734, 0, 0, 10.53302
G:\IMG\center_2020_04_17_18_08_53_211.jpg, G:\IMG\left_2020_04_17_18_08_53_211.jpg, G:\IMG\right_2020_04_17_18_08_53_211.jpg, 0, 0, 0, 10.38862
G:\IMG\center_2020_04_17_18_08_53_323.jpg, G:\IMG\left_2020_04_17_18_08_53_323.jpg, G:\IMG\right_2020_04_17_18_08_53_323.jpg, 0, 0, 0, 10.28385
G:\IMG\center_2020_04_17_18_08_53_437.jpg, G:\IMG\left_2020_04_17_18_08_53_437.jpg, G:\IMG\right_2020_04_17_18_08_53_437.jpg, 0, 0, 0, 10.16035
G:\IMG\center_2020_04_17_18_08_53_538.jpg, G:\IMG\left_2020_04_17_18_08_53_538.jpg, G:\IMG\right_2020_04_17_18_08_53_538.jpg, 0, 0, 0, 10.05864
G:\IMG\center_2020_04_17_18_08_53_650.jpg, G:\IMG\left_2020_04_17_18_08_53_650.jpg, G:\IMG\right_2020_04_17_18_08_53_650.jpg, -0.0632373, 0, 0, 9.937242
G:\IMG\center_2020_04_17_18_08_53_759.jpg, G:\IMG\left_2020_04_17_18_08_53_759.jpg, G:\IMG\right_2020_04_17_18_08_53_759.jpg, -0.393216, 0, 0, 9.791351
G:\IMG\center_2020_04_17_18_08_53_873.jpg, G:\IMG\left_2020_04_17_18_08_53_873.jpg, G:\IMG\right_2020_04_17_18_08_53_873.jpg, -0.7325904, 0, 0, 9.554622
G:\IMG\center_2020_04_17_18_08_54_095.jpg, G:\IMG\left_2020_04_17_18_08_54_095.jpg, G:\IMG\right_2020_04_17_18_08_54_095.jpg, -0.06920463, 0, 0, 9.301393
G:\IMG\center_2020_04_17_18_08_54_199.jpg, G:\IMG\left_2020_04_17_18_08_54_199.jpg, G:\IMG\right_2020_04_17_18_08_54_199.jpg, 0, 0, 0, 9.206326
G:\IMG\center_2020_04_17_18_08_54_441.jpg, G:\IMG\left_2020_04_17_18_08_54_441.jpg, G:\IMG\right_2020_04_17_18_08_54_441.jpg, 0, 0, 0, 8.986641
G:\IMG\center_2020_04_17_18_08_54_663.jpg, G:\IMG\left_2020_04_17_18_08_54_663.jpg, G:\IMG\right_2020_04_17_18_08_54_663.jpg, 0, 0.6637797, 0, 10.49834
G:\IMG\center_2020_04_17_18_08_54_763.jpg, G:\IMG\left_2020_04_17_18_08_54_763.jpg, G:\IMG\right_2020_04_17_18_08_54_763.jpg, 0, 0.9282234, 0, 11.38488
G:\IMG\center_2020_04_17_18_08_54_872.jpg, G:\IMG\left_2020_04_17_18_08_54_872.jpg, G:\IMG\right_2020_04_17_18_08_54_872.jpg, 0, 1, 0, 12.71098
G:\IMG\center_2020_04_17_18_08_54_974.jpg, G:\IMG\left_2020_04_17_18_08_54_974.jpg, G:\IMG\right_2020_04_17_18_08_54_974.jpg, 0, 1, 0, 13.91053
G:\IMG\center_2020_04_17_18_08_55_405.jpg, G:\IMG\left_2020_04_17_18_08_55_405.jpg, G:\IMG\right_2020_04_17_18_08_55_405.jpg, -1, 0, 0, 12.12031
G:\IMG\center_2020_04_17_18_08_55_523.jpg, G:\IMG\left_2020_04_17_18_08_55_523.jpg, G:\IMG\right_2020_04_17_18_08_55_523.jpg, -1, 0, 0, 12.093
G:\IMG\center_2020_04_17_18_08_55_643.jpg, G:\IMG\left_2020_04_17_18_08_55_643.jpg, G:\IMG\right_2020_04_17_18_08_55_643.jpg, -1, 0, 0, 11.91259
G:\IMG\center_2020_04_17_18_08_55_763.jpg, G:\IMG\left_2020_04_17_18_08_55_763.jpg, G:\IMG\right_2020_04_17_18_08_55_763.jpg, -0.9343879, 0, 0, 11.72567
G:\IMG\center_2020_04_17_18_08_55_869.jpg, G:\IMG\left_2020_04_17_18_08_55_869.jpg, G:\IMG\right_2020_04_17_18_08_55_869.jpg, -0.6214573, 0, 0, 11.9918
G:\IMG\center_2020_04_17_18_08_55_981.jpg, G:\IMG\left_2020_04_17_18_08_55_981.jpg, G:\IMG\right_2020_04_17_18_08_55_981.jpg, -0.2803663, 0, 0, 11.77243
G:\IMG\center_2020_04_17_18_08_56_089.jpg, G:\IMG\left_2020_04_17_18_08_56_089.jpg, G:\IMG\right_2020_04_17_18_08_56_089.jpg, 0.1005831, 0, 0, 11.42311
G:\IMG\center_2020_04_17_18_08_56_191.jpg, G:\IMG\left_2020_04_17_18_08_56_191.jpg, G:\IMG\right_2020_04_17_18_08_56_191.jpg, 0.407148, 0, 0, 11.437
G:\IMG\center_2020_04_17_18_08_56_415.jpg, G:\IMG\left_2020_04_17_18_08_56_415.jpg, G:\IMG\right_2020_04_17_18_08_56_415.jpg, 0, 0, 0, 11.07571
G:\IMG\center_2020_04_17_18_08_56_509.jpg, G:\IMG\left_2020_04_17_18_08_56_509.jpg, G:\IMG\right_2020_04_17_18_08_56_509.jpg, 0, 0, 0, 10.95939
G:\IMG\center_2020_04_17_18_08_56_621.jpg, G:\IMG\left_2020_04_17_18_08_56_621.jpg, G:\IMG\right_2020_04_17_18_08_56_621.jpg, 0, 0, 0, 10.82149
G:\IMG\center_2020_04_17_18_08_56_723.jpg, G:\IMG\left_2020_04_17_18_08_56_723.jpg, G:\IMG\right_2020_04_17_18_08_56_723.jpg, 0, 0, 0, 10.70793
G:\IMG\center_2020_04_17_18_08_56_840.jpg, G:\IMG\left_2020_04_17_18_08_56_840.jpg, G:\IMG\right_2020_04_17_18_08_56_840.jpg, 0, 0, 0, 10.57162
G:\IMG\center_2020_04_17_18_08_56_946.jpg, G:\IMG\left_2020_04_17_18_08_56_946.jpg, G:\IMG\right_2020_04_17_18_08_56_946.jpg, 0, 0.0130947, 0, 10.50674
G:\IMG\center_2020_04_17_18_08_57_059.jpg, G:\IMG\left_2020_04_17_18_08_57_059.jpg, G:\IMG\right_2020_04_17_18_08_57_059.jpg, 0.1775022, 0, 0, 10.35736
G:\IMG\center_2020_04_17_18_08_57_171.jpg, G:\IMG\left_2020_04_17_18_08_57_171.jpg, G:\IMG\right_2020_04_17_18_08_57_171.jpg, 0.5110053, 0, 0, 10.1697
G:\IMG\center_2020_04_17_18_08_57_271.jpg, G:\IMG\left_2020_04_17_18_08_57_271.jpg, G:\IMG\right_2020_04_17_18_08_57_271.jpg, 0.8148366, 0, 0, 9.91593
G:\IMG\center_2020_04_17_18_08_57_379.jpg, G:\IMG\left_2020_04_17_18_08_57_379.jpg, G:\IMG\right_2020_04_17_18_08_57_379.jpg, 1, 0, 0, 9.617202
G:\IMG\center_2020_04_17_18_08_57_481.jpg, G:\IMG\left_2020_04_17_18_08_57_481.jpg, G:\IMG\right_2020_04_17_18_08_57_481.jpg, 0.9391231, 0, 0, 9.475888
G:\IMG\center_2020_04_17_18_08_57_597.jpg, G:\IMG\left_2020_04_17_18_08_57_597.jpg, G:\IMG\right_2020_04_17_18_08_57_597.jpg, 0.6414271, 0, 0, 9.42118
G:\IMG\center_2020_04_17_18_08_57_700.jpg, G:\IMG\left_2020_04_17_18_08_57_700.jpg, G:\IMG\right_2020_04_17_18_08_57_700.jpg, 0.2829616, 0, 0, 9.331064
G:\IMG\center_2020_04_17_18_08_57_817.jpg, G:\IMG\left_2020_04_17_18_08_57_817.jpg, G:\IMG\right_2020_04_17_18_08_57_817.jpg, 0, 0, 0, 9.194455
G:\IMG\center_2020_04_17_18_08_57_929.jpg, G:\IMG\left_2020_04_17_18_08_57_929.jpg, G:\IMG\right_2020_04_17_18_08_57_929.jpg, 0, 0, 0, 9.09568
G:\IMG\center_2020_04_17_18_08_58_041.jpg, G:\IMG\left_2020_04_17_18_08_58_041.jpg, G:\IMG\right_2020_04_17_18_08_58_041.jpg, 0, 0, 0, 8.98021
G:\IMG\center_2020_04_17_18_08_58_147.jpg, G:\IMG\left_2020_04_17_18_08_58_147.jpg, G:\IMG\right_2020_04_17_18_08_58_147.jpg, 0, 0, 0, 8.885033
G:\IMG\center_2020_04_17_18_08_58_255.jpg, G:\IMG\left_2020_04_17_18_08_58_255.jpg, G:\IMG\right_2020_04_17_18_08_58_255.jpg, 0, 0, 0, 8.790849
G:\IMG\center_2020_04_17_18_08_58_372.jpg, G:\IMG\left_2020_04_17_18_08_58_372.jpg, G:\IMG\right_2020_04_17_18_08_58_372.jpg, 0, 0, 0, 8.679098
G:\IMG\center_2020_04_17_18_08_58_489.jpg, G:\IMG\left_2020_04_17_18_08_58_489.jpg, G:\IMG\right_2020_04_17_18_08_58_489.jpg, 0.0701361, 0, 0, 8.568092
G:\IMG\center_2020_04_17_18_08_58_589.jpg, G:\IMG\left_2020_04_17_18_08_58_589.jpg, G:\IMG\right_2020_04_17_18_08_58_589.jpg, 0.3721344, 0, 0, 8.445468
G:\IMG\center_2020_04_17_18_08_58_699.jpg, G:\IMG\left_2020_04_17_18_08_58_699.jpg, G:\IMG\right_2020_04_17_18_08_58_699.jpg, 0.701781, 0, 0, 8.23189
G:\IMG\center_2020_04_17_18_08_58_803.jpg, G:\IMG\left_2020_04_17_18_08_58_803.jpg, G:\IMG\right_2020_04_17_18_08_58_803.jpg, 1, 0, 0, 8.025466
G:\IMG\center_2020_04_17_18_08_58_908.jpg, G:\IMG\left_2020_04_17_18_08_58_908.jpg, G:\IMG\right_2020_04_17_18_08_58_908.jpg, 0.8130196, 0, 0, 7.925824
G:\IMG\center_2020_04_17_18_08_59_013.jpg, G:\IMG\left_2020_04_17_18_08_59_013.jpg, G:\IMG\right_2020_04_17_18_08_59_013.jpg, 0.4985254, 0, 0, 7.886575
G:\IMG\center_2020_04_17_18_08_59_123.jpg, G:\IMG\left_2020_04_17_18_08_59_123.jpg, G:\IMG\right_2020_04_17_18_08_59_123.jpg, 0.1658743, 0, 0, 7.807466
G:\IMG\center_2020_04_17_18_08_59_228.jpg, G:\IMG\left_2020_04_17_18_08_59_228.jpg, G:\IMG\right_2020_04_17_18_08_59_228.jpg, 0, 0, 0, 7.71686
G:\IMG\center_2020_04_17_18_08_59_334.jpg, G:\IMG\left_2020_04_17_18_08_59_334.jpg, G:\IMG\right_2020_04_17_18_08_59_334.jpg, 0, 0, 0, 7.641372
G:\IMG\center_2020_04_17_18_08_59_438.jpg, G:\IMG\left_2020_04_17_18_08_59_438.jpg, G:\IMG\right_2020_04_17_18_08_59_438.jpg, 0, 0.3095928, 0, 7.829889
G:\IMG\center_2020_04_17_18_08_59_546.jpg, G:\IMG\left_2020_04_17_18_08_59_546.jpg, G:\IMG\right_2020_04_17_18_08_59_546.jpg, 0, 0.6360333, 0, 8.360148
G:\IMG\center_2020_04_17_18_08_59_663.jpg, G:\IMG\left_2020_04_17_18_08_59_663.jpg, G:\IMG\right_2020_04_17_18_08_59_663.jpg, 0, 0.9859275, 0, 9.523196
G:\IMG\center_2020_04_17_18_08_59_773.jpg, G:\IMG\left_2020_04_17_18_08_59_773.jpg, G:\IMG\right_2020_04_17_18_08_59_773.jpg, 0, 1, 0, 10.63696
G:\IMG\center_2020_04_17_18_08_59_889.jpg, G:\IMG\left_2020_04_17_18_08_59_889.jpg, G:\IMG\right_2020_04_17_18_08_59_889.jpg, 0, 1, 0, 12.09062
G:\IMG\center_2020_04_17_18_09_00_007.jpg, G:\IMG\left_2020_04_17_18_09_00_007.jpg, G:\IMG\right_2020_04_17_18_09_00_007.jpg, 0, 1, 0, 13.14561
G:\IMG\center_2020_04_17_18_09_00_109.jpg, G:\IMG\left_2020_04_17_18_09_00_109.jpg, G:\IMG\right_2020_04_17_18_09_00_109.jpg, 0, 1, 0, 14.19534
G:\IMG\center_2020_04_17_18_09_00_214.jpg, G:\IMG\left_2020_04_17_18_09_00_214.jpg, G:\IMG\right_2020_04_17_18_09_00_214.jpg, 0, 1, 0, 15.52931
G:\IMG\center_2020_04_17_18_09_00_335.jpg, G:\IMG\left_2020_04_17_18_09_00_335.jpg, G:\IMG\right_2020_04_17_18_09_00_335.jpg, 0, 1, 0, 16.78691
G:\IMG\center_2020_04_17_18_09_00_435.jpg, G:\IMG\left_2020_04_17_18_09_00_435.jpg, G:\IMG\right_2020_04_17_18_09_00_435.jpg, 0, 1, 0, 17.62274
G:\IMG\center_2020_04_17_18_09_00_544.jpg, G:\IMG\left_2020_04_17_18_09_00_544.jpg, G:\IMG\right_2020_04_17_18_09_00_544.jpg, 0, 1, 0, 18.89281
G:\IMG\center_2020_04_17_18_09_00_654.jpg, G:\IMG\left_2020_04_17_18_09_00_654.jpg, G:\IMG\right_2020_04_17_18_09_00_654.jpg, -0.0502338, 0.6718129, 0, 19.86153
